***SETTINGS***
{
  "participant_id" : "NEO",
  "date" : "2017-12-03-18",
  "compass_offset" : 271
}
---SETTINGS---
Time; Position.X; Position.Y; Orientation; Accuracy; Action
65561.547;0.519185359354386; 21.4590688301103;280.762864592151;0;
65561.747;0.519185359354386; 21.4590688301103;280.439505081561;0;
65561.946;0.519185359354386; 21.4590688301103;280.000990099812;0;
65562.147;0.519185359354386; 21.4590688301103;279.81213876883;0;
65562.348;0.519185359354386; 21.4590688301103;279.472166490667;0;
65562.546;0.519185359354386; 21.4590688301103;279.519452681794;0;
65562.748;0.519185359354386; 21.4590688301103;279.50582093845;0;
65562.946;0.519185359354386; 21.4590688301103;279.67790547813;0;
65563.146;0.519185359354386; 21.4590688301103;279.688281120063;0;
65563.346;0.519185359354386; 21.4590688301103;279.542458129795;0;
65563.546;0.519185359354386; 21.4590688301103;279.322759878467;0;
65563.746;0.519185359354386; 21.4590688301103;278.92520810552;0;
65563.946;0.519185359354386; 21.4590688301103;278.488361137363;0;
65564.147;0.519185359354386; 21.4590688301103;278.142346602318;0;
65564.347;0.519185359354386; 21.4590688301103;278.271900426396;0;
65564.547;0.562431993267026; 21.6569674604936;278.510417439422;0;
65564.746;0.562431993267026; 21.6569674604936;278.482658527415;0;
65564.946;0.562431993267026; 21.6569674604936;278.448747457296;0;
65565.150;0.562431993267026; 21.6569674604936;278.224167020354;0;
65565.347;0.562431993267026; 21.6569674604936;278.424831703141;0;
65565.546;0.562431993267026; 21.6569674604936;278.670509127246;0;
65565.746;0.562431993267026; 21.6569674604936;278.996170205997;0;
65565.946;0.562431993267026; 21.6569674604936;279.217800723057;0;
65566.146;0.562431993267026; 21.6569674604936;278.917593612391;0;
65566.346;0.562431993267026; 21.6569674604936;278.407811945416;0;
65566.546;0.562431993267026; 21.6569674604936;277.862317918662;0;
65566.746;0.562431993267026; 21.6569674604936;277.545090305307;0;
65566.946;0.564768666702518; 21.8746736775997;277.392637806708;0;
65567.146;0.564768666702518; 21.8746736775997;277.457978603151;0;
65567.346;0.564768666702518; 21.8746736775997;277.84258519097;0;
65567.546;0.564768666702518; 21.8746736775997;277.706124381027;0;
65567.746;0.564768666702518; 21.8746736775997;277.179019544643;0;
65567.946;0.564768666702518; 21.8746736775997;276.891406404638;0;
65568.146;0.564768666702518; 21.8746736775997;277.274952901561;0;
